line	original_marker	reconciled_disposition	title
4210	>	Open candidate merged into reconciled active worklist or archived by report	**BROWSER-DD-11: accessibility + TTS + voice + userscript library.** **Acceptance:** screen-reader (accesskit) + forced-dark + keyboard nav + a best-of-breed open-source TTS engine (Piper/Kokoro-class) + voice commands/dictation (on-device STT) + offline-hunspell spellcheck; a bundled library of ~100 curated userscripts for major sites (YouTube/NPR/Spotify/news…). **Forced-dark + page keyboard-input slice 2026-07-09:** Browser already has a real View-menu/tab-menu force-dark toggle, per-tab force-dark state, status chip, persisted session state, and `ControlMsg::SetForceDark` dispatch to the live helper; both Servo and CEF helpers inject and clear bounded forced-dark page styling. The browser body also has click-latched keyboard focus so address-bar/chrome typing does not leak into pages, while focused pages receive key and committed-text input through the helper control socket. Farm evidence: `.130` slot `browser-dd11-shell` `cargo test -p mde-shell-egui --features live-helper page_zoom_and_find_actions_send_helper_controls -- --nocapture` passed; `.90` slot `browser-dd11-input` `cargo test -p mde-shell-egui --features live-helper browser_panel_click_focuses_page_and_sends_keyboard_input_to_helper -- --nocapture` passed; `.50` slot `browser-dd11-servo` `cargo test --locked --manifest-path crates/desktop/mde-web-preview/Cargo.toml servo_force_dark_script_installs_and_clears_bounded_style -- --nocapture` passed; `.170` slot `browser-dd11-cef` `cargo test --locked --manifest-path crates/desktop/mde-web-cef/Cargo.toml force_dark_script_installs_and_clears_bounded_style -- --nocapture` passed. **Curated userscript library slices 2026-07-09:** added a typed `SetUserScripts` helper control plus `WebSession::set_user_scripts`, implemented shell-curated userscript execution/cleanup in both Servo and CEF page-script seams, and exposed a per-tab Browser View/tab-menu toggle with tab/status indicators and session-sync state. The bundled library now comes from a structured 100-rule Rust registry generated into the helper script, covering host-specific cleanup/readability fixes across video/music, news, docs/developer references, social feeds, commerce, recipes, and learning sites while preserving explicit cleanup on disable. Farm evidence: `.50` slot `browser-userscripts-client` `cargo test -p mde-web-preview-client control -- --nocapture` passed `3/3`; `.130` slot `browser-userscripts-shell` `cargo test -p mde-shell-egui --features live-helper userscript -- --nocapture` passed; `.130` slot `browser-userscripts-shell` `cargo test -p mde-shell-egui --features live-helper page_zoom_and_find_actions_send_helper_controls -- --nocapture` passed; `.130` slot `browser-userscripts-shell` `cargo test -p mde-shell-egui --features live-helper the_view_menu_exposes_real_zoom_and_find_actions -- --nocapture` passed; `.170` slot `browser-userscripts-cef` `cargo test --locked --manifest-path crates/desktop/mde-web-cef/Cargo.toml userscript_library_script_runs_and_cleans_the_bundle -- --nocapture` passed; `.90` slot `browser-userscripts-servo` `cargo test --locked --manifest-path crates/desktop/mde-web-preview/Cargo.toml servo_userscript_library_script_runs_and_cleans_the_bundle -- --nocapture` passed; `.130` slot `browser-userscripts-100-shell-rerun` `cargo test -p mde-shell-egui --features live-helper userscript -- --nocapture` passed; `.90` slot `browser-userscripts-100-control` `cargo test -p mde-shell-egui --features live-helper page_zoom_and_find_actions_send_helper_controls -- --nocapture` passed; `.50` slot `browser-userscripts-100-menu` `cargo test -p mde-shell-egui --features live-helper the_view_menu_exposes_real_zoom_and_find_actions -- --nocapture` passed; `.170` slot `browser-userscripts-formatcheck` `cargo fmt --check -p mde-shell-egui -p mde-web-preview-client -p mde-vdi-vnc` passed, plus the excluded Servo/CEF helper manifest format checks from the first slice. **Browser AccessKit shell/page semantics slice 2026-07-09:** the Browser now emits a polite AccessKit `Browser status` live region with active tab count, engine, title, URL, security state, container, display target, and enabled page tools, plus a named `Browser page` node over the painted page canvas so screen readers have a stable page region and focus hint instead of only unlabeled texture chrome. This is shell/page-canvas semantics, not a claim that helper DOM trees are bridged yet. Farm evidence: `.130` slot `browser-a11y-shell-rerun` `cargo test -p mde-shell-egui --features live-helper browser_page_exports_accesskit_status_and_clickable_page_region -- --nocapture` passed; `.90` slot `browser-a11y-input` `cargo test -p mde-shell-egui --features live-helper browser_panel_click_focuses_page_and_sends_keyboard_input_to_helper -- --nocapture` passed; `.170` slot `browser-a11y-format-rerun` `cargo fmt --check -p mde-shell-egui -p mde-web-preview-client -p mde-vdi-vnc` passed; `git diff --check` passed. **Remaining:** helper DOM-level AccessKit semantics, TTS, on-device STT/voice commands, offline Hunspell spellcheck, and ongoing live-site tuning for the curated userscript rules.
4232	>	Open candidate merged into reconciled active worklist or archived by report	**BROWSER-DD-12: platform integration + the long tail.** **Acceptance:** private offline/mesh translation; auto-suspend idle tabs; offline cache + mesh peer cache; protocol handling (mailto→email, tel→VOIP, magnet); web notifications + download/capture events → the mesh notify feed; share to peer/Chat/phone/email/QR; rich bookmarks (folders/tags/search/dead-link); independent security updater. **External protocol handoff slice 2026-07-08:** Browser address submissions for `tel:`, `mailto:`, and `magnet:` no longer navigate Servo/CEF. `tel:` publishes the existing `action/voice/dial` verb with browser source metadata; `mailto:` and `magnet:` publish typed `action/browser/protocol` handoffs for the future Email and Transfers owners; the shell shows a compact handoff notice. Farm evidence: `.50` `cargo test -p mde-shell-egui --features live-helper external_ -- --nocapture` passed **6/6** including `external_tel_urls_handoff_to_voice_without_helper_navigation`; `.50` `cargo test -p mde-shell-egui --features live-helper mailto_and_magnet_urls_publish_browser_protocol_handoffs -- --nocapture` passed; `.90` `cargo test -p mde-shell-egui --features live-helper the_view_menu_exposes_real_zoom_and_find_actions -- --nocapture` passed. Local `rustfmt --edition 2021 crates/desktop/mde-shell-egui/src/web.rs --check` and `git diff --check -- crates/desktop/mde-shell-egui/src/web.rs` passed. Eagle excluded; no encrypted bench-seat reboot was issued. **Browser notify feed slice 2026-07-08:** successful browser captures and browser download Done/Failed transitions now publish `event/notify/browser` into the mesh notification feed. Chat alert folding classifies those notifications with the `browser` flag, notification actions deep-link back through `action/shell/goto/browser`, download notifications are once-per-transfer id, and the initial transfer-ledger snapshot does not spam existing jobs. Farm evidence: `.50` `cargo test -p mde-shell-egui --features live-helper notify_feed -- --nocapture` passed **2/2**; `.90` `cargo test -p mde-shell-egui --features live-helper resolve_action_maps_goto_and_plane_verbs -- --nocapture` passed; `.170` `cargo test -p mde-chat flag_comes_from_the_topic -- --nocapture` passed. Local `rustfmt --edition 2021 crates/desktop/mde-shell-egui/src/web.rs crates/desktop/mde-shell-egui/src/toast_bridge.rs crates/services/mde-chat/src/alert.rs --check` and `git diff --check` passed. Eagle excluded; no encrypted bench-seat reboot was issued. **Browser share handoff slice 2026-07-08:** the Browser now exposes platform share targets for Peer, Email, and QR beside the existing Chat share path. Toolbar page actions, address-bar context actions, and the shared Browser menubar publish typed `action/browser/share` events with `op=browser_share`, target, URL, title, preview, source, and host metadata; the Browser does not fake downstream delivery owned by the peer, email, and QR surfaces. Farm evidence: `.50` `cargo test -p mde-shell-egui --features live-helper browser_share -- --nocapture` passed **3/3**; `.90` `cargo test -p mde-shell-egui --features live-helper the_bookmarks_menu_exposes_platform_share_handoffs -- --nocapture` passed. Local `rustfmt --edition 2021 crates/desktop/mde-shell-egui/src/web.rs --check` and `git diff --check` passed. A stale `.170` rerun of the pre-fix test revision was stopped to avoid wasting farm capacity; Eagle excluded and no encrypted bench-seat reboot was issued. **Idle-tab suspend shell slice 2026-07-08:** inactive Browser tabs now track last activity, stop their helper load path after 30 minutes idle, skip background polling while shell-suspended, show an idle marker/hover state, reactivate on selection or page input, and publish a once-per-idle-period `action/browser/tab-suspend` handoff with tab index, engine, URL, title, source, host, and timeout metadata for the later engine/process hibernation owner. This is real shell-level suspension plus an honest platform handoff, not a claim that full helper process hibernation/restore exists yet. Farm evidence: `.50` `cargo test -p mde-shell-egui --features live-helper idle -- --nocapture` passed **15/15** including both Browser idle-suspend regressions; `.90` `cargo test -p mde-shell-egui --features live-helper selecting_a_suspended_tab_reactivates_idle_state -- --nocapture` passed; `.170` `cargo test -p mde-shell-egui --features live-helper inactive_idle_tabs_publish_suspend_handoff_and_stop_once -- --nocapture` passed. Local `rustfmt --edition 2021 crates/desktop/mde-shell-egui/src/web.rs --check` and `git diff --check` passed. Eagle excluded; no encrypted bench-seat reboot was issued. **Bookmarks manager reachability slice 2026-07-08:** Browser now mounts the existing `mde-bookmarks-egui` manager as first-class `Surface::Bookmarks`, with a dedicated Quasar `surface-bookmarks` glyph, dock placement beside Browser in the Terminals group, `shell/goto/bookmarks` resolver support, and a Browser Bookmarks menu action that latches shell navigation to the manager. This makes the existing folders/tags/search/import/dead-link-capable manager reachable from Browser chrome instead of only supporting Add Bookmark. Farm evidence: `.50` `cargo test -p mde-shell-egui --features live-helper bookmarks_menu -- --nocapture` passed **2/2**; `.90` `cargo test -p mde-shell-egui --features live-helper the_dock_lists_the_workbench_vm_surfaces_app_surfaces_and_info_surfaces -- --nocapture` passed; `.170` `cargo test -p mde-shell-egui --features live-helper resolve_action_maps_goto_and_plane_verbs -- --nocapture` passed; `.50` `cargo test -p mde-shell-egui --features live-helper every_surface_glyph_rasterizes_nonempty -- --nocapture` passed; `.90` `cargo test -p mde-shell-egui --features live-helper the_bare_inventory_is_exactly_the_recorded_follow_on_set -- --nocapture` passed; `.170` `cargo test -p mde-shell-egui --features live-helper every_surface_maps_to_a_named_brand_glyph -- --nocapture` passed. Local `rustfmt --edition 2021 --check` and `git diff --check` passed for touched files. Eagle excluded; no encrypted bench-seat reboot was issued.
4266	✓	Completed	**TMUX-FC-1: control-mode core.** **As** a user, **I want** tmux to drive the native chrome, **so that** it's truly first-class. **Acceptance:** a `tmux -CC` spawn + an incremental control-mode protocol parser (%output/%window-*/%layout-change/%session-changed/%begin-%end); a live sessions→windows→panes model; each tmux window mapped to a `tabs::TabbedTerminal` tab + each pane to a `splits` leaf feeding the TERM-3 widget; GUI ops emit tmux commands and %-events reconcile the GUI; tested against a real tmux (parse + round-trip).
4267	✓	Completed	**TMUX-FC-2: session management chrome.** **Acceptance:** a session/window/pane sidebar tree; create / attach / detach / kill / rename; a picker listing ALL sessions (attached + detached); tested each op issues the tmux command + the tree reflects %-events. *(mde-term-egui `tmux_ui.rs`: the `TmuxChrome` sidebar tree over the live `TmuxModel`; session ops via `TmuxIntent`→`command_for`→`tmux::commands` (round-trip, never a direct mutation); the all-sessions picker off the control-channel `list-sessions` reply (`TmuxController::all_sessions`). Session cmd builders + `parse_session_list` added to `tmux.rs`; the menubar tmux seam wired (`TmuxMenuChoice`) as its entry point; mounted in `panel.rs`. Opt-in per lock #16 — no auto-attach. Pane-content mount + window/pane mutation ops remain TMUX-FC-3.)*
4268	✓	Completed	**TMUX-FC-3: window & pane operations.** **Acceptance:** split/close/zoom · break/join/swap/move · drag-resize (→resize-pane) + drag-reorder · rename window/pane titles — each a GUI affordance issuing the tmux command, reconciled by %layout-change; tested. *(done: 66e2ef6 — all lock-#9 ops as round-trip intents (split/close/zoom·break/join/swap/move·renames), drag-resize→resize-pane -x/-y + drag-reorder→move-window, zoom from %layout-change Z-flags, tagged list-windows/panes convergence, AND the FC-2 pane-content mount closed (Session::Tmux + new_tmux through the one TERM-3 grid, send-keys -H). Farm .50: 309 tests incl. the LIVE tmux suite, clippy 0 touched. join-pane -h has no UI trigger yet (FC-4); move-window -a/-b needs tmux≥3.2.)*
4269	✓	Completed	**TMUX-FC-4: native status bar + toolbar + palette + context menus.** **Acceptance:** a native Quasar status bar (window tabs + session + clock, ignoring tmux status config); a toolbar; a curated ~30-command fuzzy palette; right-click context menus on tabs/panes — all issuing tmux commands; Style tokens (§4); tested. *(done: 3204ca7 — native Quasar status bar (ignores tmux status-*) + toolbar + 32-cmd fuzzy palette + enriched tab/pane context menus incl. the join-pane -h trigger; all through the FC-1/2/3 round-trip. Farm .50: 329 tests --test-threads=1, clippy 0 new.)*
4270	✓	Completed	**TMUX-FC-5: persistence + templates.** **Acceptance:** auto-reattach remembered sessions on relaunch (detached keep running); session templates ("projects") seed a layout + commands; persisted in the platform-managed config; tested reattach + template open.
4271	✓	Completed	**TMUX-FC-6: mesh tmux.** **As** an operator, **I want** any node's tmux, **so that** my persistent sessions follow the mesh. **Acceptance:** extend remote.rs/roster.rs (SSH-over-overlay) to enumerate + attach `tmux -CC` on peer nodes; the same chrome controls a remote session; tested list + attach path.
4272	✓	Completed	**TMUX-FC-7: the 5 mesh-styled layout presets.** **Acceptance:** Mesh Ops (meshctl+peers+logs+shell) · Node Watch (btop+journal+disk/SMART+shell) · Cloud/OpenStack · Dev/Build · AI-CLI (Claude CLI + Codex CLI + shell) — each opens its window/pane layout + seeded commands in the Quasar style; mesh-synced; tested each preset builds its layout.
4273	✓	Completed	**TMUX-FC-8: config, keys, copy.** **Acceptance:** a platform-managed Quasar tmux config (mesh-synced) + a GUI settings pane (prefix/mouse/history); the tmux prefix passes through AND remappable native GUI chords; native GUI scrollback + selection + search (not tmux copy-mode) with yank into tmux buffers + the mesh clipboard; tested. *(done: TMUX-FC-5/6/7/8 8ed93a1/d3816f4/47e339f1/d5a1ef26 — persistence+templates (Blueprint+tmux_store, auto-reattach), mesh tmux (ControlLink trait: local + broker-backed MeshControlChannel over the Bus PTY broker, live dial integration-gated like TERM-8), the 5 Quasar presets, config/keys/copy (single-line set-buffer bound documented, multi-line→OS/mesh clipboard). Farm .50: 373 tests incl. LIVE tmux-guarded round-trips, clippy 0 net-new. TMUX-FC epic COMPLETE.)*
4278	✓	Completed	**TERM-MENUBAR-1: the terminal menu bar.** **As** a user, **I want** a menu bar at the top of the terminal exposing all features, **so that** everything is discoverable without memorizing shortcuts. **Acceptance** (each runtime-observable): a top menu bar on the terminal surface (mde-term-egui) with menus covering EVERY feature — File (new tab/window, close), Edit (copy/paste/find/select-all/clear), View (appearance/theme presets, fonts, zoom, toggle status bar), Terminal (new session, reset, broadcast-input, bell settings), Splits (split H/V, navigate, close, zoom, layouts), Tabs (new/close/rename/reorder/detach), Session (mesh/remote roster, attach a peer node), tmux (the TMUX-FC session/window/pane actions — wired as those land), Help (shortcuts). Each item drives the REAL existing feature seam (menu.rs/tabs/splits/search/remote/appearance/presets — §6 glue, no dead items §7); shortcuts shown beside items; Carbon Style tokens (§4). Tested: the menu bar renders all menus, each item dispatches its real action, honest-disabled where a feature needs context. *(mde-term-egui; keep the panel.rs mount minimal — coordinate with TMUX-FC-1)*
4287	✓	Completed	**DEVMGR-1: the device-inventory worker + publish.**
4292	✓	Completed	extend an existing inventory worker (`legacy_inventory`/`compute_registry`, NOT a new worker — #16) to enumerate the local host's **full Linux taxonomy** (CPU/memory/disk+storage-ctrl/network/GPU/USB/PCI/audio/input/sensors/bluetooth/power) via **sysfs/udev first** (+ `pci.ids`/`usb.ids` names) with `lshw -json`/`dmidecode` shelled out for deep DMI/firmware on demand (#4/#15)
4293	✓	Completed	each device carries `{name, vendor, model, ids, sysfs_path, driver/module+version, status+problem_code, resources(irq/io/mem), recent_events}`
4294	✓	Completed	publish the tree to `<workgroup_root>/device-inventory/<hostname>.json` via the SEC-5 mesh-shunt replication (like node_grade); periodic republish + an on-demand live-re-query seam (#7/#8); rank-0 (every node)
4295	✓	Completed	the shared serde schema lives in a mesh-neutral shared crate (or duplicated with a round-trip test) — no §6 boundary crossing
4296	✓	Completed	tested: enumeration builds the taxonomy from a fixture sysfs tree, the JSON round-trips, the publish path writes the file
4299	✓	Completed	**DEVMGR-2: About → Device Manager shell (local host, by-type).**
4304	✓	Completed	a new `device_manager.rs` renders as the body of `Surface::About`; brand → a compact `◈ <name> v<ver>` title strip + an ⓘ button opening license/credits/mesh-identity in a dialog (#2/#24)
4305	✓	Completed	the faithful MDM **by-type** device tree in `mde_egui::Style` dark tokens, **all-collapsed** default (#1/#18), reading the LOCAL published inventory (DEVMGR-1)
4306	✓	Completed	a full **menu bar (Action/View/Help) + toolbar** (Scan, View-mode toggle, Expand/Collapse-all) (#19)
4307	✓	Completed	a **rich header card** (host · OS/kernel · uptime · CPU/RAM/disk totals · device count + problem badge) (#20)
4308	✓	Completed	style-leak grep clean; tested: tree builds from a fixture inventory, categories group correctly, collapse state, header card fields
4311	✓	Completed	**DEVMGR-3: the device detail drawer + problem codes.**
4314	✓	Completed	**DEVMGR-4: the host rail + mesh-node switching.**
4319	✓	Completed	a persistent **left host rail** (rail │ tree │ drawer) listing mesh peer nodes with a status dot + the local "you are here" marker (#5)
4320	✓	Completed	selecting a host loads its published inventory instantly (**hybrid snapshot**) + a **live-refresh** button re-queries it (#7); a **Scan** action + ~30s auto-refresh (#8); honest dim/stale/offline states
4321	✓	Completed	tested: rail lists nodes from the peer directory, switching loads the right tree, stale/offline render honestly
4324	✓	Completed	**DEVMGR-5: the By-connection view mode.**
4329	✓	Completed	a **By-connection** view mode (the View toggle) renders the PCI/USB topology tree (host bridge → bus → device → child) from the same inventory (#3)
4330	✓	Completed	tested: the topology tree nests devices under their parent bus from a fixture
4333	✓	Completed	**DEVMGR-6: export the device list.**
4338	✓	Completed	an Export action produces the current host's inventory as machine **JSON** and a human-readable **Markdown report**, plus copy-to-clipboard (#23)
4339	✓	Completed	tested: the JSON round-trips, the Markdown report contains every category + problem summary
4344	✓	Completed	**DEVMGR-7: local device actions (armed → honest read-only subset).**
4349	✓	Completed	**Properties** (open the property sheet / drawer), **Scan for hardware changes / rescan** (re-read the inventory — the honest rescan), and **Copy device details** (#12) fire on the selected host (local incl.), from a device-row right-click **context menu** + a drawer Copy button; **Enable/Disable + Reload kernel module OMITTED, not greyed** (§7/§8 — a read-only §6 inventory consumer has no privileged-exec seam; those hardware mutations belong to the node-side producer, a later request-channel unit)
4350	✓	Completed	the three honest actions are all **safe** and fire directly; **no destructive action ships**, so no typed-arming gate is needed here (the destructive verbs that WOULD need EXPLORER-5 arming, #14, are exactly the omitted ones, §7/§8)
4351	✓	Completed	tested: each honest action maps to its real seam (Properties opens the drawer, Scan re-reads, Copy dumps every field), the offered set is asserted to be exactly the honest read-only subset (no Enable/Disable/Reload/Uninstall/Update verb), the dump carries the Code + honest reason + em-dashes; the arming gate is N/A (nothing destructive)
4354	✓	Completed	**DEVMGR-8: remote device actions over the overlay.**
4359	✓	Completed	the DEVMGR-7 actions dispatch on a selected **remote** host over the Nebula overlay (reuse the mackesd run-command / QC-verb / TERM remote seam, #13), typed-armed
4360	✓	Completed	a "you may lose reach to this host" warning for network-device actions; every action appends to the KDC hash-chained audit log
4361	✓	Completed	tested: a remote action round-trips to the target's action seam + the audit append
4364	✓	Completed	**DEVMGR-9: fleet-wide device-fault notify.**
4369	 	Open candidate merged into reconciled active worklist or archived by report	a device transitioning INTO a problem state (driver drop, disk I/O errors, NIC down) emits `event/notify/<source>` → Chat + phone (CHAT-FIX-2 producer, #21), debounced against flapping (mirror node_grade)
4370	 	Open candidate merged into reconciled active worklist or archived by report	tested: a simulated fault transition fires one debounced notify; a flapping device does not spam
4372	✓	Completed	**DEVMGR-10: the By-node cross-fleet view.**
4377	✓	Completed	a **By-node** view mode flattens all hosts' published inventories into one cross-fleet tree (host → its devices), problem hosts near the top (#3)
4378	✓	Completed	tested: the By-node tree aggregates multiple fixture hosts + surfaces problem counts per host
4381	✓	Completed	**DEVMGR-11: non-PC host types.** *(done: a1d34e0 (+DEVMGR-9 5b24d67) — worker died AT the clippy gate (session limit): tests 635/635 green, clippy re-gate owed on the integration tree.)*
4386	 	Open candidate merged into reconciled active worklist or archived by report	the host rail also lists **Cloud/Nova instances**, **paired phones**, **LAN-discovered hosts**, and **VyOS/router devices** (#6); each renders **only the categories that apply** (router→Network/System/Firmware, phone→Power/Sensors/Radios, Nova→virtio, LAN→remotely-detectable), never an empty category (#22)
4387	 	Open candidate merged into reconciled active worklist or archived by report	each source contributes what it can (Nova via the QC/compute registry, phones via KDC, LAN via probe_nmap, VyOS via SSH/API); honest partial trees
4388	 	Open candidate merged into reconciled active worklist or archived by report	tested: each host type maps to its inventory source + renders only applicable categories
4390	✓	Completed	**DEVMGR-12: live smoke on the seat.** *(done: SEAT-2 live on .2 — host rail self+peer, real device on the LAN tree (gateway router 172.20.0.1 MAC 18:e8:29:44:27:91), device_control/inventory workers running, real nvme0n1 in local inventory.)*
4395	 	Open candidate merged into reconciled active worklist or archived by report	on Eagle / the test bed, the About Device Manager renders on the DRM seat — the tree, header card, menu bar/toolbar, host rail; switching to another mesh node loads its real hardware; a real device shows its real driver/IDs; (P2) an action fires armed; captured/confirmed (§7 live-verify)
4402	✓	Completed	**MENUBAR-ALL-1: the shared `mde-egui` MenuBar component + Terminal/Editor refactor.**
4407	✓	Completed	a new `mde_egui::menubar` module: a slim `MenuBar` rendering an UPPERCASE mono DISPLAY-tier title (accent-tinted) + an inline menu strip + a right-aligned status-chip cluster, at one consistent height, from `Style`/`Motion`/`fonts` only
4408	✓	Completed	a caller-supplied menu model (`Menu{title,mnemonic,entries}`, `Item{id,label,shortcut,enabled,checked}` + `Entry::{Item,Submenu,Separator,Caption}`); dropdowns fade in on the shared motion spring; **Alt-mnemonics** (underlined, `resolve_mnemonics`) + egui keyboard nav + 2px accent focus ring; each item shows its live shortcut hint; honest disable/omit (§7)
4409	✓	Completed	backing tests (model, mnemonic resolution, disabled-item non-activatable, status cluster, title casing, reduce-motion, headless render) in mde-egui; style-leak grep clean
4410	✓	Completed	**Terminal** (`mde-term-egui/menubar.rs`, incl. the TERM-MENUBAR-1 + TMUX-FC-2 Tmux menu) + **Editor** (Word-97 bar) refactored onto it — every existing menu item + seam preserved, their menu tests green (term 290, editor 388)
4411	✓	Completed	renders correctly at 1.0 + a fractional scale (built on egui layout + `Style` tokens only, no hardcoded pixel positions)
4413	✓	Completed	**MENUBAR-ALL-2..N: per-surface title+menu bars (one big wave).**
4420	✓	Completed	**IAC-1: the OpenStack client foundation.**
4425	✓	Completed	auth via `clouds.yaml` (openstacksdk standard, single default context); the **Keystone service catalog** (services + public/internal/admin endpoints + region); per-service **API health** (real ping/version probe → up/down + latency + microversion); the standard resource + verb calls (Nova/Neutron/Glance/Cinder/Heat/…) — reuse/extend the QUASAR-CLOUD / mackesd OpenStack integration (§6), not a parallel client
4426	✓	Completed	honest absent/unreachable when a service isn't deployed; tested against fixtures + (IAC-7) a live cloud
4429	✓	Completed	**IAC-2: the surface + Overview tab (status band + merged directory).**
4434	✓	Completed	`Surface::InfraCode` in the Workloads dock group, name "Infra as Code (IaC)", its Server (infrastructure) glyph; **Overview shown alone this unit** (the Resources/Heat tab bar lands with those tabs in IAC-3/4 — no disabled-tab or "coming soon" placeholder, §7)
4435	✓	Completed	the **OpenStack API status band** — rich tiles from the live catalog (health dot + latency / version + microversion / region / public-internal-admin endpoints + port), consumed off the Bus read verb `action/cloud/get-catalog`; honest "OpenStack not configured" (gated) / "unreachable" (failed) / "querying" states when the cloud/verb is absent (§7). Per-tile actions (logs / restart-armed / self-test / drill) are IAC-3 (they need the Resources verb seam)
4436	✓	Completed	the **merged service directory** — the Keystone catalog grouped by service type (Compute / Network / Image / Volume / Orchestration / Identity / DNS / Object Storage / Placement / Other); rich rows (name / endpoint host:port / health + latency / region). The **Mesh services** group (`descriptors` / `probe_nmap` / mackesd registries scan) + the Rescan button fold in at IAC-3 (a code-level seam here, not rendered)
4437	✓	Completed	all `mde_egui` tokens (§4); tested — the Overview renders from a fixture `ServiceCatalog`+`ServiceHealth`, the honest not-configured / unreachable / querying states render, the reply tri-state folds honestly, grouping-by-type, `Surface::InfraCode` in `Surface::ALL` + the Workloads group
4440	✓	Completed	**IAC-3: the Resources tab — per-service CRUD via the menu bar.**
4445	✓	Completed	drilling a service shows its **read-only resource tables** (sortable, row + bulk select); **every cataloged service** with a resource collection gets a section (catalog-driven, auto-covers new services via `default_collection`); honest per-service querying / not-configured / unreachable / no-resources states (§7)
4446	◐	Needs clarification	the **mutating verbs live in the catalog-driven menu bar** (one menu per drillable bucket — Drill / Refresh resources, + **Compute's armed Nova lifecycle** Start/Stop/Reboot/Delete on the selected instance); **typed-arming** on every destructive mutation (#22); real Bus/API calls (no mockups). **Deferred (honest §8, omitted not faked):** the generic create/update **forms** (flavor/image/network pickers) + generic resource create/update/delete verbs beyond the Compute lifecycle — no landed Bus seam yet, so omitted rather than a dead menu
4447	◐	Needs clarification	the **linked cross-service view** — a selected instance offers jumps to the other cataloged services (Network / Volume / Orchestration), selection follows the link (the target section highlights); honest "not cataloged" when a link target is absent. The arming gate + tab/render/menu/fold seams are unit-tested; a live create/delete round-trip is IAC-6 (needs the create/delete verbs above + a throwaway project)
4450	✓	Completed	**IAC-4: the Heat tab — the native IaC loop.**
4455	✓	Completed	list/show stacks; view + edit **HOT templates**; **preview-update** (dry-run diff of what would change); create/update/delete (typed-armed); **stack-check** (drift); events + resources drill
4456	✓	Completed	**reverse-generate** a HOT template from the live discovered infra (capture reality as code); tested a stack lifecycle + a drift detect + a reverse-generate against fixtures/a live cloud
4459	✓	Completed	**IAC-5: audit + notify + comprehensive menu bar.**
4464	✓	Completed	the **dynamic per-service menu bar** (one menu per advertised service carrying its full standard verb set + Catalog/View/Help, auto-growing) via the MENUBAR-ALL-1 shared component — surfaces ALL controls incl. advanced (the governing principle), honest omit/disable
4465	✓	Completed	every mutating op → the KDC hash-chained audit log; the mesh notify feed fires **only on failure/service-down** (CHAT-FIX-2 producer); tested the audit append + a failure notify
4468	✓	Completed	**IAC-6: live smoke on the test bed.** *(done: SEAT-2 live on .2 — state/openstack band renders real honest state (doctrine:disabled, runtime:available, services:[]).)*
4473	 	Open candidate merged into reconciled active worklist or archived by report	on the farm dev cloud / test bed: the status band shows the real catalog health; the directory lists real services; a real Resources op (e.g. list + an armed create/delete) round-trips; a Heat stack shows/drifts; captured/confirmed (§7 live-verify). *(coordinate with QUASAR-CLOUD live cloud availability)*
4479	✓	Completed	**MENU-1: Workbench → "State of the Mesh".** **As** the operator, **I want** the Workbench fronted by the new bar under its real name, **so that** the flagship workspace reads like one. **Acceptance:** workbench.rs renders a full `MenuBarModel` titled **"State of the Mesh"** (operator retitle 2026-07-05) with menus at plane depth — View (plane nav), per-plane verb menus (Fleet revisions; the Cloud plane's verbs as QC-12 lands them), Help; status chips (leader, revision, peers); the thin 1-menu bar is retired. *(folded into the in-flight QC-12 worker, session 759c1f91)*
4480	✓	Completed	**MENU-2: Contacts (chat.rs).** **As** a user, **I want** the roster workspace titled and menued, **so that** Contacts reads like the ICQ-style surface it is. **Acceptance:** chat.rs renders a `MenuBarModel` titled **"Contacts"** — Contacts menu (open 1:1, mark-read, mute/unmute contact — real roster ops only), View (feed filters: alerts/clips/messages, unread-only), Chat (send, clear-unread), Help; chips: unread total + contacts online; all entries drive existing chat/roster seams (§6), honest-gated where a seam is absent.
4481	✓	Completed	**MENU-3: Browser (web.rs) — the two-engine bar.** **As** a user, **I want** the Browser's bar to carry the two-engine design, **so that** the DD architecture is legible from the chrome. **Acceptance:** an **Engine** menu (Servo ⇄ CEF selection per BROWSER-DD-1's user-selectable engine lock; CEF entries honest-gated "not yet vendored" until BROWSER-DD-1 lands), File/Page (open URL, bookmarks — reuse the existing verbs), View (real zoom/nav verbs only), a Power-mode entry honest-gated per BROWSER-DD-8; chips: active engine + page state; no dead entries. **Superseded in default render path 2026-07-14 by BROWSER-CHROME C0:** Browser keeps this action model but no longer paints the shared MENUBAR-ALL top strip; actions now live under the browser-local toolbar menu.
